City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,grindavik,63.8424,-22.4338,1.26,86,0,4.63,IS,1681354654
363,pangody,65.85,74.4859,-21.67,97,89,5.8,RU,1681355248
364,fukue,32.6881,128.8419,16.98,46,83,2.11,JP,1681355248
365,kharian,32.8149,73.8636,27.91,24,4,1.02,PK,1681355248
366,oda,35.1833,132.5,16.51,41,1,3.07,JP,1681355249
367,manacapuru,-3.2997,-60.6206,24.51,92,100,1.57,BR,1681355250
368,punto fijo,11.6956,-70.1996,25.07,80,90,11.09,VE,1681355250
369,husavik,66.0449,-17.3389,-0.83,86,26,3.65,IS,1681355251
370,victor harbor,-35.5667,138.6167,18.16,64,86,3.75,AU,1681355251
371,emba,48.8264,58.1442,14.59,31,100,8.55,KZ,1681355251
372,irbil,36.1926,44.0106,10.9,82,20,4.12,IQ,1681355252
373,adrar,20.5022,-10.0711,23.61,41,76,2.18,MR,1681354977
374,zhuhai,22.2769,113.5678,26.59,83,40,6.69,CN,1681355252
375,kibala,9.1104,18.3463,28.39,37,99,1.55,TD,1681355253
376,klerksdorp,-26.8521,26.6667,11.83,67,8,3.68,ZA,1681355201
377,ipameri,-17.7219,-48.1597,19.67,91,20,0.96,BR,1681355254
378,usogorsk,63.4106,48.6872,-15.4,75,0,4.12,RU,1681355254
379,leningradskiy,69.3833,178.4167,-16.34,89,90,2.62,RU,1681354992
380,quelimane,-17.8786,36.8883,21.0,95,90,1.86,MZ,1681355255
381,huanren,41.2647,125.3667,15.15,39,95,4.83,CN,1681355123
382,two hills,53.7169,-111.7518,0.14,85,60,1.04,CA,1681355255
383,prabumulih,-3.45,104.25,29.56,68,100,0.84,ID,1681355256
384,chililabombwe,-12.3648,27.8229,16.72,98,100,1.86,ZM,1681355256
385,kirakira,-10.4544,161.9205,28.2,79,38,1.63,SB,1681354971
386,tura,25.5198,90.2201,31.75,21,0,1.87,IN,1681354418
387,kuruman,-27.4524,23.4325,13.16,31,5,2.78,ZA,1681355257
388,antipovka,49.8299,45.3122,12.78,59,100,9.17,RU,1681355257
389,batsfjord,70.6345,29.7185,-3.04,68,13,5.66,NO,1681355258
390,shache,38.4167,77.2406,17.31,17,87,2.9,CN,1681355258
391,pudem,58.3044,52.1675,3.13,92,79,3.47,RU,1681355259
392,coihaique,-45.5752,-72.0662,-0.03,86,0,1.03,CL,1681355259
393,kurilsk,45.2333,147.8833,3.64,63,51,4.18,RU,1681355260
394,swan river,52.1058,-101.2676,4.0,74,25,1.08,CA,1681355260
395,uruguaiana,-29.7547,-57.0883,21.96,88,100,7.72,BR,1681354983
396,erenhot,43.6475,111.9767,13.52,23,100,2.9,CN,1681355260
397,tottori,35.5,134.2333,17.0,37,3,2.34,JP,1681355261
398,havre-saint-pierre,50.2334,-63.5986,2.92,81,90,3.35,CA,1681355261
399,marghita,47.35,22.3333,3.96,91,37,1.6,RO,1681355261
400,vardo,70.3705,31.1107,-3.01,74,18,4.63,NO,1681355262
401,port lincoln,-34.7333,135.8667,17.59,58,3,3.02,AU,1681355262
402,sibolga,1.7427,98.7792,28.87,70,36,1.07,ID,1681355263
403,trindade,-16.6494,-49.4889,21.86,93,20,0.97,BR,1681355208
404,san felipe,10.3399,-68.7425,21.34,95,100,1.51,VE,1681355263
405,vila franca do campo,37.7167,-25.4333,14.23,89,100,1.49,PT,1681355264
406,bulgan,48.8125,103.5347,-3.16,64,100,5.84,MN,1681355264
407,papetoai,-17.4961,-149.8729,28.77,73,6,6.16,PF,1681355264
408,hobyo,5.3505,48.5268,27.74,76,100,3.28,SO,1681355265
409,beringovskiy,63.05,179.3167,-14.54,83,100,5.12,RU,1681355145
410,sao joao de pirabas,-0.7747,-47.1772,24.39,93,98,1.8,BR,1681355266
411,kosikha,53.3617,84.5822,2.67,56,100,5.97,RU,1681355266
412,amealco,20.1833,-100.15,10.04,54,95,1.37,MX,1681355267
413,saint-louis,16.3333,-15.0,25.41,51,100,5.36,SN,1681355267
414,igrim,63.1906,64.4162,-17.38,76,27,4.4,RU,1681355267
415,roswell,34.0232,-84.3616,17.7,55,0,0.51,US,1681355147
416,abdanan,32.9926,47.4198,13.77,98,100,5.97,IR,1681355238
417,tahoua,14.8888,5.2692,25.51,12,16,5.39,NE,1681355268
418,maniitsoq,65.4167,-52.9,-3.2,74,39,2.21,GL,1681355269
419,port macquarie,-31.4333,152.9167,23.27,63,60,7.16,AU,1681354974
420,farkhor,37.4922,69.4036,19.3,46,36,3.12,TJ,1681355269
421,qinhuangdao,39.9317,119.5883,16.88,54,92,6.07,CN,1681355270
422,bismarck,46.8083,-100.7837,4.91,75,0,4.12,US,1681355102
423,tubuala,9.5167,-79.0333,26.31,86,13,5.56,PA,1681355271
424,marand,38.4329,45.7749,9.4,77,62,4.69,IR,1681355271
425,buala,-8.145,159.5921,26.44,83,97,1.22,SB,1681355271
426,dakar,14.6937,-17.4441,22.49,86,58,5.04,SN,1681355201
427,bemidji,47.4736,-94.8803,9.87,80,0,3.09,US,1681355220
428,kargopol,61.5071,38.9456,-5.33,86,96,3.89,RU,1681355272
429,riyadh,24.6877,46.7219,21.08,65,100,4.87,SA,1681355273
430,rurrenabaque,-14.4413,-67.5278,23.3,98,100,0.47,BO,1681355273
431,opuwo,-18.0607,13.84,21.6,38,79,1.69,NA,1681355193
432,mnogovershinnyy,53.9353,139.9242,-5.04,93,100,7.9,RU,1681355274
433,egvekinot,66.3167,-179.1667,-15.42,75,100,1.58,RU,1681354679
434,rudnogorsk,57.2639,103.7519,-3.12,56,73,4.19,RU,1681355275
435,thaton,16.9206,97.3714,31.2,61,97,2.27,MM,1681355275
436,latacunga,-0.9333,-78.6167,10.03,87,40,1.03,EC,1681354920
437,cape canaveral,28.4058,-80.6048,23.37,80,75,8.23,US,1681355276
438,plyussa,58.4308,29.3654,6.68,77,100,3.38,RU,1681355277
439,linxi,39.7,118.4333,20.8,41,100,4.54,CN,1681355278
440,chifeng,42.2683,118.9636,14.15,14,78,4.99,CN,1681355278
441,mananara,-16.1667,49.7667,22.81,94,66,1.13,MG,1681355279
442,ciranjang,-6.7865,107.2832,29.68,65,99,0.39,ID,1681355279
443,khobi,42.3156,41.8987,10.55,98,100,3.33,GE,1681355279
444,brownsville,25.9018,-97.4975,20.61,86,0,3.09,US,1681355280
445,hami,42.8,93.45,12.71,27,20,6.66,CN,1681355280
446,nizhniy kuranakh,58.8353,125.4869,-1.18,89,100,2.18,RU,1681355281
447,buchanan,5.8808,-10.0467,26.9,86,80,2.84,LR,1681355281
448,laplace,30.0666,-90.4801,18.99,75,100,4.12,US,1681355282
449,kutum,14.2,24.6667,17.91,24,7,3.33,SD,1681355282
450,kupang,-10.1667,123.5833,32.32,70,40,3.09,ID,1681355283
451,ngorongoro,-3.2397,35.4875,10.82,95,99,1.36,TZ,1681355283
452,lavrentiya,65.5833,-171.0,-12.85,76,73,1.73,RU,1681355283
453,chitrakonda,18.1167,82.0833,33.83,30,0,0.7,IN,1681355284
454,verkhnevilyuysk,63.4453,120.3167,-2.02,92,100,2.1,RU,1681355284
455,nome,64.5011,-165.4064,-13.96,51,0,0.0,US,1681355285
456,okakarara,-20.5833,17.4333,20.38,40,57,1.4,NA,1681355285
457,puerto baquerizo moreno,-0.9,-89.6,25.55,89,20,1.54,EC,1681355285
458,kenai,60.5544,-151.2583,4.05,82,0,11.83,US,1681355151
459,valparaiso,-33.0393,-71.6273,13.8,88,75,1.49,CL,1681355223
460,kokkola,63.8385,23.1307,3.35,78,0,4.12,FI,1681355287
461,seoul,37.5683,126.9778,15.66,21,0,3.6,KR,1681355087
462,nanortalik,60.1432,-45.2371,0.34,89,100,2.14,GL,1681355270
463,surt,31.2089,16.5887,17.02,33,0,4.7,LY,1681355139
464,tateyama,34.9833,139.8667,15.24,53,88,4.3,JP,1681355288
465,aripuana,-9.1667,-60.6333,22.08,98,97,0.57,BR,1681355289
466,ulverstone,-41.15,146.1667,21.51,62,8,2.45,AU,1681355290
467,hervey bay,-25.2986,152.8535,30.57,52,0,5.72,AU,1681355109
468,alugan,12.2188,125.4808,28.8,71,100,4.16,PH,1681355291
469,yoichi,43.2039,140.7703,7.61,53,6,9.25,JP,1681355291
470,naze,28.3667,129.4833,23.51,66,0,5.64,JP,1681355085
471,nyurba,63.2842,118.3319,-2.07,77,69,4.17,RU,1681355148
472,saint-georges,12.0564,-61.7485,25.82,78,20,5.14,GD,1681355093
473,hearst,49.6835,-83.6665,5.31,100,98,1.86,CA,1681355293
474,berlevag,70.8578,29.0864,-3.03,63,11,10.8,NO,1681355293
475,vanavara,60.34,102.2797,-3.29,75,74,6.3,RU,1681355120
476,samoded,63.6083,40.5111,-10.15,81,26,3.1,RU,1681355293
477,ahipara,-35.1667,173.1667,20.7,69,84,2.7,NZ,1681355294
478,sakaraha,-22.9,44.5333,18.66,93,30,1.33,MG,1681355294
479,tolaga bay,-38.3667,178.3,18.77,74,23,4.74,NZ,1681355133
480,takoradi,4.8845,-1.7554,26.44,88,58,3.57,GH,1681355295
481,ketchikan,55.3422,-131.6461,3.26,93,75,6.69,US,1681355295
482,bathsheba,13.2167,-59.5167,26.34,73,40,6.17,BB,1681355140
483,atambua,-9.1061,124.8925,27.97,71,35,2.17,ID,1681355086
484,asha,54.9973,57.2722,3.43,85,38,1.34,RU,1681355296
485,allapalli,19.4167,80.0667,35.71,22,5,2.04,IN,1681355297
486,stornoway,58.2093,-6.3865,5.98,75,20,6.17,GB,1681355297
487,porto santo,33.072,-16.3415,17.21,77,20,3.6,PT,1681355297
488,port hedland,-20.3167,118.5667,26.03,94,75,7.72,AU,1681355298
489,enshi,30.3,109.4833,21.59,76,100,0.46,CN,1681355275
490,bestobe,52.4994,73.0975,7.78,47,0,6.35,KZ,1681355299
491,zhigansk,66.7697,123.3711,-9.22,87,100,3.17,RU,1681355299
492,vysokogornyy,50.1167,139.15,-0.27,74,100,2.8,RU,1681355299
493,plettenberg bay,-34.0527,23.3716,14.05,64,92,2.24,ZA,1681355004
494,port-gentil,-0.7193,8.7815,27.07,81,90,1.89,GA,1681355301
495,mareeba,-17.0,145.4333,34.69,50,100,0.72,AU,1681355301
496,bela,25.9333,81.9833,34.23,15,2,2.97,IN,1681355301
497,bilma,18.6853,12.9164,20.42,13,1,4.32,NE,1681355101
498,paita,-5.0892,-81.1144,26.81,79,92,4.74,PE,1681355302
499,jacareacanga,-6.2222,-57.7528,23.26,94,100,0.23,BR,1681355302
500,galle,6.0367,80.217,28.28,72,42,2.3,LK,1681355302
501,meulaboh,4.1363,96.1285,28.15,75,51,0.25,ID,1681355303
502,tautira,-17.7333,-149.15,26.83,73,16,5.27,PF,1681355189
503,plover,44.4564,-89.544,24.06,36,0,5.66,US,1681355304
504,lufilufi,-13.8745,-171.5986,32.88,71,79,1.05,WS,1681355304
505,dzhebariki-khaya,62.2167,135.8,-0.37,98,90,0.31,RU,1681355304
506,pipri,19.8,75.5333,32.57,23,86,6.93,IN,1681355305
507,staraya poltavka,50.4772,46.4814,13.16,58,100,9.98,RU,1681355305
508,santa maria,-29.6842,-53.8069,20.62,78,84,1.26,BR,1681355307
509,lazaro cardenas,17.9583,-102.2,24.82,69,70,1.99,MX,1681355307
510,mwinilunga,-11.7358,24.4293,16.71,99,100,2.16,ZM,1681355307
511,puerto varas,-41.3195,-72.9854,9.3,93,100,0.97,CL,1681355308
512,parabel,58.6978,81.4825,0.33,98,100,2.79,RU,1681355308
513,gafanha da encarnacao,40.6181,-8.733,13.76,88,100,5.69,PT,1681355308
514,bonavista,48.6499,-53.1147,-0.43,98,100,6.08,CA,1681355309
515,alta floresta,-9.8756,-56.0861,22.78,95,97,1.28,BR,1681355309
516,evanston,42.0411,-87.6901,22.84,37,0,5.66,US,1681355208
517,poum,-20.2333,164.0167,26.18,78,8,4.97,NC,1681355310
518,aksu,41.1231,80.2644,14.19,21,26,3.9,CN,1681355147
519,richards bay,-28.783,32.0377,17.66,93,76,2.99,ZA,1681355310
520,luba,3.4568,8.5547,26.67,83,24,1.24,GQ,1681355311
521,youghal,51.95,-7.8506,2.56,96,6,4.0,IE,1681355311
522,la rochelle,46.1667,-1.15,9.04,71,46,4.63,FR,1681355312
523,havoysund,70.9963,24.6622,0.13,75,26,7.15,NO,1681355159
524,yorkton,51.2167,-102.4677,1.36,82,69,2.28,CA,1681355312
525,komsomolskiy,40.4272,71.7189,14.4,77,30,1.03,UZ,1681355313
526,saint anthony,45.0205,-93.218,22.79,65,0,0.45,US,1681355313
527,denia,38.8408,0.1057,16.53,68,61,2.68,ES,1681355313
528,messina,38.1933,15.5497,15.99,62,1,2.57,IT,1681355314
529,sanmenxia,34.7747,111.1814,22.66,52,96,2.72,CN,1681355314
530,coquimbo,-29.9533,-71.3436,14.85,94,0,1.03,CL,1681354997
531,lipari,38.4674,14.954,12.96,68,2,4.97,IT,1681355315
532,sao joao da barra,-21.6403,-41.0511,24.15,86,94,3.87,BR,1681355315
533,cintalapa,16.6951,-93.7272,21.02,84,33,2.39,MX,1681355315
534,areia branca,-4.9561,-37.1369,25.55,81,54,5.76,BR,1681355208
535,cayenne,4.9333,-52.3333,25.02,94,100,2.06,GF,1681355217
536,christchurch,-43.5333,172.6333,16.62,77,100,4.63,NZ,1681355082
537,itambacuri,-18.0311,-41.685,20.19,95,18,1.56,BR,1681355316
538,lure,47.75,6.5,4.65,87,100,5.66,FR,1681355317
539,navahrudak,53.6,25.8333,7.37,94,100,4.68,BY,1681355317
540,vostok,46.4856,135.8833,0.72,81,100,6.41,RU,1681355060
541,aleksandrov gay,50.147,48.5704,12.96,55,100,10.24,RU,1681355318
542,comodoro rivadavia,-45.8667,-67.5,1.92,48,0,0.0,AR,1681355318
543,camana,-16.6228,-72.7111,21.91,85,98,2.48,PE,1681355319
544,nelson bay,-32.7167,152.15,22.03,89,12,4.92,AU,1681355319
545,yaan,7.3833,8.5667,26.44,74,5,3.22,NG,1681355319
546,hualmay,-11.0964,-77.6139,23.96,78,76,4.15,PE,1681355319
547,atar,20.5169,-13.0499,24.83,57,37,1.79,MR,1681355193
548,san luis,-33.295,-66.3356,11.73,72,100,7.61,AR,1681355059
549,moose factory,51.2585,-80.6094,0.38,95,31,1.74,CA,1681355320
550,yulara,-25.2406,130.9889,28.77,36,83,2.73,AU,1681355321
551,la union,-5.4,-80.75,28.0,68,100,4.91,PE,1681355321
552,verkh-usugli,52.7,115.1667,4.81,45,25,1.99,RU,1681355321
